stfips,areatype,area,maparea,areaname,Stateabbrv,periodid,PeriodString,matoccode,estoccprj,projoccprj,grrate,nchg,pchg,aopeng,aopenr,aopent,exits,annualexits,transfers,annualtransfers,change,annualchange,openings,annualopenings,growcode,growdesc,suppress,estyear,projyear,codetype,occcode,codeTitle,codelevel,inDemand,regionalInDemand,green,regionalGreen,DemandRank,Timeperiod,Fullperiod,Sortperiod,Rank,SortOcc
35,21,029740,3521029740,Las Cruces MSA,NM,18,20180020280005,151151,331,353,0.6456,22,6.6465,,,,63,6,218,22,22,2,303,30,GG,Growing,0,2018,2028,14,151151,Computer User Support Specialists,6,1,0,0,0,,2018-2028,20180020280005,2018202818,1528,Computer User Support Specialists
35,15,000005,3515000005,Central Region,NM,18,20180020280005,151151,1184,1338,1.2303,154,13.0068,,,,232,23,802,80,154,15,1188,118,GG,Growing,0,2018,2028,14,151151,Computer User Support Specialists,6,1,0,0,0,,2018-2028,20180020280005,2018202818,1529,Computer User Support Specialists
35,21,042140,3521042140,Santa Fe MSA,NM,18,20180020280005,151151,165,181,0.9298,16,9.6970,,,,32,3,110,11,16,2,158,16,GG,Growing,0,2018,2028,14,151151,Computer User Support Specialists,6,1,0,0,0,,2018-2028,20180020280005,2018202818,1530,Computer User Support Specialists
35,15,000020,3515000020,Eastern Region,NM,18,20180020280005,151151,273,294,0.7438,21,7.6923,,,,52,5,180,18,21,2,253,25,GG,Growing,0,2018,2028,14,151151,Computer User Support Specialists,6,1,0,0,0,,2018-2028,20180020280005,2018202818,1531,Computer User Support Specialists
35,01,000000,3501000000,New Mexico,NM,18,20180020280005,151151,2295,2550,1.0592,255,11.1111,,,,445,44,1541,154,255,26,2241,224,GG,Growing,0,2018,2028,14,151151,Computer User Support Specialists,6,1,0,0,0,,2018-2028,20180020280005,2018202818,1532,Computer User Support Specialists
35,15,000010,3515000010,Southwestern Region,NM,18,20180020280005,151151,378,408,0.7667,30,7.9365,,,,72,7,250,25,30,3,352,35,GG,Growing,0,2018,2028,14,151151,Computer User Support Specialists,6,1,0,0,0,,2018-2028,20180020280005,2018202818,1533,Computer User Support Specialists
35,21,022140,3521022140,Farmington MSA,NM,18,20180020280005,151151,108,116,0.7171,8,7.4074,,,,21,2,71,7,8,1,100,10,GG,Growing,0,2018,2028,14,151151,Computer User Support Specialists,6,1,0,0,0,,2018-2028,20180020280005,2018202818,1534,Computer User Support Specialists
35,01,000000,3501000000,New Mexico,NM,18,20180020280005,492011,220,207,-0.6072,-13,-5.9091,,,,59,6,168,17,-13,-1,214,22,DD,Declining,0,2018,2028,14,492011,"Computer, Automated Teller, and Office Machine Repairers",6,0,0,0,0,,2018-2028,20180020280005,2018202818,1535,"Computer, Automated Teller, and Office Machine Repairers"
35,15,000015,3515000015,Northern Region,NM,18,20180020280005,492011,39,36,-0.7972,-3,-7.6923,,,,10,1,29,3,-3,0,36,4,DD,Declining,0,2018,2028,14,492011,"Computer, Automated Teller, and Office Machine Repairers",6,0,0,0,0,,2018-2028,20180020280005,2018202818,1536,"Computer, Automated Teller, and Office Machine Repairers"
00,00,000000,0000000000,United States,US,18,20180020280005,492011,114500,112800,,-1700,-1.5000,,,,32000,3200,89000,8900,-1700,-170,119000,11900,DD,Declining,0,2018,2028,14,492011,"Computer, Automated Teller, and Office Machine Repairers",6,0,0,0,0,,2018-2028,20180020280005,2018202818,1537,"Computer, Automated Teller, and Office Machine Repairers"
35,15,000005,3515000005,Central Region,NM,18,20180020280005,492011,142,131,-0.8031,-11,-7.7465,,,,38,4,107,11,-11,-1,134,14,DD,Declining,0,2018,2028,14,492011,"Computer, Automated Teller, and Office Machine Repairers",6,0,0,0,0,,2018-2028,20180020280005,2018202818,1538,"Computer, Automated Teller, and Office Machine Repairers"
35,21,010740,3521010740,Albuquerque MSA,NM,18,20180020280005,492011,142,131,-0.8031,-11,-7.7465,,,,38,4,107,11,-11,-1,134,14,DD,Declining,0,2018,2028,14,492011,"Computer, Automated Teller, and Office Machine Repairers",6,0,0,0,0,,2018-2028,20180020280005,2018202818,1539,"Computer, Automated Teller, and Office Machine Repairers"
35,21,029740,3521029740,Las Cruces MSA,NM,18,20180020280005,492011,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,492011,"Computer, Automated Teller, and Office Machine Repairers",6,0,0,0,0,,2018-2028,20180020280005,2018202818,s;1540,"Computer, Automated Teller, and Office Machine Repairers"
35,21,042140,3521042140,Santa Fe MSA,NM,18,20180020280005,492011,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,492011,"Computer, Automated Teller, and Office Machine Repairers",6,0,0,0,0,,2018-2028,20180020280005,2018202818,s;1541,"Computer, Automated Teller, and Office Machine Repairers"
35,15,000020,3515000020,Eastern Region,NM,18,20180020280005,492011,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,492011,"Computer, Automated Teller, and Office Machine Repairers",6,0,0,0,0,,2018-2028,20180020280005,2018202818,s;1542,"Computer, Automated Teller, and Office Machine Repairers"
35,21,022140,3521022140,Farmington MSA,NM,18,20180020280005,492011,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,492011,"Computer, Automated Teller, and Office Machine Repairers",6,0,0,0,0,,2018-2028,20180020280005,2018202818,s;1543,"Computer, Automated Teller, and Office Machine Repairers"
35,15,000010,3515000010,Southwestern Region,NM,18,20180020280005,492011,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,492011,"Computer, Automated Teller, and Office Machine Repairers",6,0,0,0,0,,2018-2028,20180020280005,2018202818,s;1544,"Computer, Automated Teller, and Office Machine Repairers"
00,00,000000,0000000000,United States,US,18,20180020280005,514011,151600,138800,,-12800,-8.4000,,,,42000,4200,107000,10700,-12800,-1280,136000,13600,DD,Declining,0,2018,2028,14,514011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",6,0,0,1,0,,2018-2028,20180020280005,2018202818,1545,"Computer-Controlled Machine Tool Operators, Metal and Plastic"
35,01,000000,3501000000,New Mexico,NM,18,20180020280005,514011,111,101,-0.9397,-10,-9.0090,,,,30,3,78,8,-10,-1,98,10,DD,Declining,0,2018,2028,14,514011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",6,0,0,1,0,,2018-2028,20180020280005,2018202818,1546,"Computer-Controlled Machine Tool Operators, Metal and Plastic"
35,15,000005,3515000005,Central Region,NM,18,20180020280005,514011,90,82,-0.9266,-8,-8.8889,,,,25,2,64,6,-8,-1,81,7,DD,Declining,0,2018,2028,14,514011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",6,0,0,1,0,,2018-2028,20180020280005,2018202818,1547,"Computer-Controlled Machine Tool Operators, Metal and Plastic"
35,21,010740,3521010740,Albuquerque MSA,NM,18,20180020280005,514011,90,82,-0.9266,-8,-8.8889,,,,25,2,64,6,-8,-1,81,7,DD,Declining,0,2018,2028,14,514011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",6,0,0,1,0,,2018-2028,20180020280005,2018202818,1548,"Computer-Controlled Machine Tool Operators, Metal and Plastic"
35,21,029740,3521029740,Las Cruces MSA,NM,18,20180020280005,514011,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,514011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",6,0,0,1,0,,2018-2028,20180020280005,2018202818,s;1549,"Computer-Controlled Machine Tool Operators, Metal and Plastic"
35,15,000015,3515000015,Northern Region,NM,18,20180020280005,514011,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,514011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",6,0,0,1,0,,2018-2028,20180020280005,2018202818,s;1550,"Computer-Controlled Machine Tool Operators, Metal and Plastic"
35,15,000020,3515000020,Eastern Region,NM,18,20180020280005,514011,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,514011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",6,0,0,1,0,,2018-2028,20180020280005,2018202818,s;1551,"Computer-Controlled Machine Tool Operators, Metal and Plastic"
35,21,022140,3521022140,Farmington MSA,NM,18,20180020280005,514011,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,514011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",6,0,0,1,0,,2018-2028,20180020280005,2018202818,s;1552,"Computer-Controlled Machine Tool Operators, Metal and Plastic"
35,15,000010,3515000010,Southwestern Region,NM,18,20180020280005,514011,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,514011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",6,0,0,1,0,,2018-2028,20180020280005,2018202818,s;1553,"Computer-Controlled Machine Tool Operators, Metal and Plastic"
00,00,000000,0000000000,United States,US,18,20180020280005,396012,38200,40200,,2000,5.3000,,,,20000,2000,36000,3600,2000,200,58000,5800,GG,Growing,0,2018,2028,14,396012,Concierges,6,0,0,0,0,,2018-2028,20180020280005,2018202818,1554,Concierges
35,01,000000,3501000000,New Mexico,NM,18,20180020280005,396012,40,41,0.2472,1,2.5000,,,,21,2,37,4,1,0,59,6,SS,Stable,0,2018,2028,14,396012,Concierges,6,0,0,0,0,,2018-2028,20180020280005,2018202818,1555,Concierges
35,15,000015,3515000015,Northern Region,NM,18,20180020280005,396012,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,396012,Concierges,6,0,0,0,0,,2018-2028,20180020280005,2018202818,s;1556,Concierges
35,21,042140,3521042140,Santa Fe MSA,NM,18,20180020280005,396012,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,396012,Concierges,6,0,0,0,0,,2018-2028,20180020280005,2018202818,s;1557,Concierges
35,15,000020,3515000020,Eastern Region,NM,18,20180020280005,396012,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,396012,Concierges,6,0,0,0,0,,2018-2028,20180020280005,2018202818,s;1558,Concierges
35,15,000005,3515000005,Central Region,NM,18,20180020280005,396012,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,396012,Concierges,6,0,0,0,0,,2018-2028,20180020280005,2018202818,s;1559,Concierges
35,21,010740,3521010740,Albuquerque MSA,NM,18,20180020280005,396012,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,396012,Concierges,6,0,0,0,0,,2018-2028,20180020280005,2018202818,s;1560,Concierges
35,21,022140,3521022140,Farmington MSA,NM,18,20180020280005,396012,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,396012,Concierges,6,0,0,0,0,,2018-2028,20180020280005,2018202818,s;1561,Concierges
35,15,000010,3515000010,Southwestern Region,NM,18,20180020280005,396012,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,396012,Concierges,6,0,0,0,0,,2018-2028,20180020280005,2018202818,s;1562,Concierges
00,00,000000,0000000000,United States,US,18,20180020280005,191031,23800,24700,,900,3.7000,,,,5000,500,20000,2000,900,90,26000,2600,SS,Stable,0,2018,2028,14,191031,Conservation Scientists,6,0,0,0,0,,2018-2028,20180020280005,2018202818,1563,Conservation Scientists
35,21,010740,3521010740,Albuquerque MSA,NM,18,20180020280005,191031,36,39,0.8036,3,8.3333,,,,7,1,32,3,3,0,42,4,GG,Growing,0,2018,2028,14,191031,Conservation Scientists,6,0,0,0,0,,2018-2028,20180020280005,2018202818,1564,Conservation Scientists
35,15,000005,3515000005,Central Region,NM,18,20180020280005,191031,36,39,0.8036,3,8.3333,,,,7,1,32,3,3,0,42,4,GG,Growing,0,2018,2028,14,191031,Conservation Scientists,6,0,0,0,0,,2018-2028,20180020280005,2018202818,1565,Conservation Scientists
35,15,000015,3515000015,Northern Region,NM,18,20180020280005,191031,80,84,0.4891,4,5.0000,,,,16,2,69,7,4,0,89,9,SS,Stable,0,2018,2028,14,191031,Conservation Scientists,6,0,0,0,0,,2018-2028,20180020280005,2018202818,1566,Conservation Scientists
35,01,000000,3501000000,New Mexico,NM,18,20180020280005,191031,245,255,0.4009,10,4.0816,,,,48,5,211,21,10,1,269,27,SS,Stable,0,2018,2028,14,191031,Conservation Scientists,6,0,0,0,0,,2018-2028,20180020280005,2018202818,1567,Conservation Scientists
35,15,000010,3515000010,Southwestern Region,NM,18,20180020280005,191031,80,84,0.4891,4,5.0000,,,,16,2,69,7,4,0,89,9,SS,Stable,0,2018,2028,14,191031,Conservation Scientists,6,0,0,0,0,,2018-2028,20180020280005,2018202818,1568,Conservation Scientists
35,21,029740,3521029740,Las Cruces MSA,NM,18,20180020280005,191031,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,191031,Conservation Scientists,6,0,0,0,0,,2018-2028,20180020280005,2018202818,s;1569,Conservation Scientists
35,21,042140,3521042140,Santa Fe MSA,NM,18,20180020280005,191031,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,191031,Conservation Scientists,6,0,0,0,0,,2018-2028,20180020280005,2018202818,s;1570,Conservation Scientists
35,15,000020,3515000020,Eastern Region,NM,18,20180020280005,191031,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,191031,Conservation Scientists,6,0,0,0,0,,2018-2028,20180020280005,2018202818,s;1571,Conservation Scientists
35,21,022140,3521022140,Farmington MSA,NM,18,20180020280005,191031,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,191031,Conservation Scientists,6,0,0,0,0,,2018-2028,20180020280005,2018202818,s;1572,Conservation Scientists
00,00,000000,0000000000,United States,US,18,20180020280005,191030,32900,33900,,1000,3.1000,,,,6000,600,28000,2800,1000,100,36000,3600,SS,Stable,0,2018,2028,14,191030,Conservation Scientists and Foresters,5,,,,,,2018-2028,20180020280005,2018202818,1573,Conservation Scientists and Foresters
35,01,000000,3501000000,New Mexico,NM,18,20180020280005,474011,454,479,0.5375,25,5.5066,,,,256,26,321,32,25,2,602,60,SS,Stable,0,2018,2028,14,474011,Construction and Building Inspectors,6,1,0,1,0,,2018-2028,20180020280005,2018202818,1574,Construction and Building Inspectors
35,21,029740,3521029740,Las Cruces MSA,NM,18,20180020280005,474011,49,50,0.2022,1,2.0408,,,,27,3,34,3,1,0,62,6,SS,Stable,0,2018,2028,14,474011,Construction and Building Inspectors,6,1,0,1,0,,2018-2028,20180020280005,2018202818,1575,Construction and Building Inspectors
35,15,000015,3515000015,Northern Region,NM,18,20180020280005,474011,122,130,0.6372,8,6.5574,,,,69,7,87,9,8,1,164,17,GG,Growing,0,2018,2028,14,474011,Construction and Building Inspectors,6,1,0,1,0,,2018-2028,20180020280005,2018202818,1576,Construction and Building Inspectors
00,00,000000,0000000000,United States,US,18,20180020280005,474011,117300,125000,,7700,6.6000,,,,67000,6700,83000,8300,7700,770,158000,15800,GG,Growing,0,2018,2028,14,474011,Construction and Building Inspectors,6,1,0,1,0,,2018-2028,20180020280005,2018202818,1577,Construction and Building Inspectors
35,21,042140,3521042140,Santa Fe MSA,NM,18,20180020280005,474011,48,51,0.6081,3,6.2500,,,,27,3,34,3,3,0,64,6,SS,Stable,0,2018,2028,14,474011,Construction and Building Inspectors,6,1,0,1,0,,2018-2028,20180020280005,2018202818,1578,Construction and Building Inspectors
35,15,000020,3515000020,Eastern Region,NM,18,20180020280005,474011,63,68,0.7667,5,7.9365,,,,36,4,45,4,5,0,86,8,GG,Growing,0,2018,2028,14,474011,Construction and Building Inspectors,6,1,0,1,0,,2018-2028,20180020280005,2018202818,1579,Construction and Building Inspectors
35,15,000005,3515000005,Central Region,NM,18,20180020280005,474011,212,222,0.4620,10,4.7170,,,,119,12,149,15,10,1,278,28,SS,Stable,0,2018,2028,14,474011,Construction and Building Inspectors,6,1,0,1,0,,2018-2028,20180020280005,2018202818,1580,Construction and Building Inspectors
35,21,010740,3521010740,Albuquerque MSA,NM,18,20180020280005,474011,212,222,0.4620,10,4.7170,,,,119,12,149,15,10,1,278,28,SS,Stable,0,2018,2028,14,474011,Construction and Building Inspectors,6,1,0,1,0,,2018-2028,20180020280005,2018202818,1581,Construction and Building Inspectors
35,21,022140,3521022140,Farmington MSA,NM,18,20180020280005,474011,34,36,0.5732,2,5.8824,,,,19,2,24,2,2,0,45,4,SS,Stable,0,2018,2028,14,474011,Construction and Building Inspectors,6,1,0,1,0,,2018-2028,20180020280005,2018202818,1582,Construction and Building Inspectors
35,15,000010,3515000010,Southwestern Region,NM,18,20180020280005,474011,69,71,0.2861,2,2.8986,,,,38,4,48,5,2,0,88,9,SS,Stable,0,2018,2028,14,474011,Construction and Building Inspectors,6,1,0,1,0,,2018-2028,20180020280005,2018202818,1583,Construction and Building Inspectors
35,01,000000,3501000000,New Mexico,NM,18,20180020280005,470000,62322,69082,1.0351,6760,10.8469,,,,20748,2075,54306,5431,6760,676,81814,8182,GG,Growing,0,2018,2028,14,470000,Construction and Extraction,2,,,,,,2018-2028,20180020280005,2018202818,1584,Construction and Extraction
35,15,000015,3515000015,Northern Region,NM,18,20180020280005,470000,12902,14189,0.9554,1287,9.9752,,,,4319,432,11125,1112,1287,129,16731,1673,GG,Growing,0,2018,2028,14,470000,Construction and Extraction,2,,,,,,2018-2028,20180020280005,2018202818,1585,Construction and Extraction
35,21,029740,3521029740,Las Cruces MSA,NM,18,20180020280005,470000,3808,4194,0.9702,386,10.1366,,,,1282,128,3121,312,386,39,4789,479,GG,Growing,0,2018,2028,14,470000,Construction and Extraction,2,,,,,,2018-2028,20180020280005,2018202818,1586,Construction and Extraction
00,00,000000,0000000000,United States,US,18,20180020280005,470000,7212500,7916500,,704000,9.8000,,,,2421000,242100,5951000,595100,704000,70400,9075000,907500,GG,Growing,0,2018,2028,14,470000,Construction and Extraction,2,,,,,,2018-2028,20180020280005,2018202818,1587,Construction and Extraction
35,21,042140,3521042140,Santa Fe MSA,NM,18,20180020280005,470000,2892,3185,0.9697,293,10.1314,,,,964,96,2338,234,293,29,3595,359,GG,Growing,0,2018,2028,14,470000,Construction and Extraction,2,,,,,,2018-2028,20180020280005,2018202818,1588,Construction and Extraction
35,15,000020,3515000020,Eastern Region,NM,18,20180020280005,470000,18063,20337,1.1928,2274,12.5893,,,,5997,600,17085,1708,2274,227,25356,2535,GG,Growing,0,2018,2028,14,470000,Construction and Extraction,2,,,,,,2018-2028,20180020280005,2018202818,1589,Construction and Extraction
35,15,000005,3515000005,Central Region,NM,18,20180020280005,470000,22749,25106,0.9907,2357,10.3609,,,,7560,756,18705,1870,2357,236,28622,2862,GG,Growing,0,2018,2028,14,470000,Construction and Extraction,2,,,,,,2018-2028,20180020280005,2018202818,1590,Construction and Extraction
35,21,010740,3521010740,Albuquerque MSA,NM,18,20180020280005,470000,22749,25106,0.9907,2357,10.3609,,,,7560,756,18705,1870,2357,236,28622,2862,GG,Growing,0,2018,2028,14,470000,Construction and Extraction,2,,,,,,2018-2028,20180020280005,2018202818,1591,Construction and Extraction
35,15,000010,3515000010,Southwestern Region,NM,18,20180020280005,470000,5435,5921,0.8601,486,8.9420,,,,1847,185,4507,451,486,49,6840,685,GG,Growing,0,2018,2028,14,470000,Construction and Extraction,2,,,,,,2018-2028,20180020280005,2018202818,1592,Construction and Extraction
35,21,022140,3521022140,Farmington MSA,NM,18,20180020280005,470000,6194,6857,1.0221,663,10.7039,,,,2031,203,5667,567,663,66,8361,836,GG,Growing,0,2018,2028,14,470000,Construction and Extraction,2,,,,,,2018-2028,20180020280005,2018202818,1593,Construction and Extraction
00,00,000000,0000000000,United States,US,18,20180020280005,472070,453200,497100,,44000,9.7000,,,,167000,16700,386000,38600,44000,4400,596000,59600,GG,Growing,0,2018,2028,14,472070,Construction Equipment Operators,5,,,,,,2018-2028,20180020280005,2018202818,1594,Construction Equipment Operators
35,01,000000,3501000000,New Mexico,NM,18,20180020280005,472061,13120,14600,1.0746,1480,11.2805,,,,4635,464,10780,1078,1480,148,16895,1690,GG,Growing,0,2018,2028,14,472061,Construction Laborers,6,1,0,1,0,,2018-2028,20180020280005,2018202818,1595,Construction Laborers
35,15,000015,3515000015,Northern Region,NM,18,20180020280005,472061,2849,3143,0.9869,294,10.3194,,,,1002,100,2330,233,294,29,3626,362,GG,Growing,0,2018,2028,14,472061,Construction Laborers,6,1,0,1,0,,2018-2028,20180020280005,2018202818,1596,Construction Laborers
35,21,029740,3521029740,Las Cruces MSA,NM,18,20180020280005,472061,1105,1226,1.0445,121,10.9502,,,,390,39,907,91,121,12,1418,142,GG,Growing,0,2018,2028,14,472061,Construction Laborers,6,1,0,1,0,,2018-2028,20180020280005,2018202818,1597,Construction Laborers
00,00,000000,0000000000,United States,US,18,20180020280005,472061,1405000,1553100,,148100,10.5000,,,,495000,49500,1150000,115000,148100,14810,1793000,179300,GG,Growing,0,2018,2028,14,472061,Construction Laborers,6,1,0,1,0,,2018-2028,20180020280005,2018202818,1598,Construction Laborers
35,21,042140,3521042140,Santa Fe MSA,NM,18,20180020280005,472061,587,657,1.1330,70,11.9250,,,,208,21,484,48,70,7,762,76,GG,Growing,0,2018,2028,14,472061,Construction Laborers,6,1,0,1,0,,2018-2028,20180020280005,2018202818,1599,Construction Laborers
35,15,000020,3515000020,Eastern Region,NM,18,20180020280005,472061,3609,4042,1.1395,433,11.9978,,,,1279,128,2975,298,433,43,4687,469,GG,Growing,0,2018,2028,14,472061,Construction Laborers,6,1,0,1,0,,2018-2028,20180020280005,2018202818,1600,Construction Laborers
35,15,000005,3515000005,Central Region,NM,18,20180020280005,472061,4918,5447,1.0269,529,10.7564,,,,1733,173,4031,403,529,53,6293,629,GG,Growing,0,2018,2028,14,472061,Construction Laborers,6,1,0,1,0,,2018-2028,20180020280005,2018202818,1601,Construction Laborers
35,21,010740,3521010740,Albuquerque MSA,NM,18,20180020280005,472061,4918,5447,1.0269,529,10.7564,,,,1733,173,4031,403,529,53,6293,629,GG,Growing,0,2018,2028,14,472061,Construction Laborers,6,1,0,1,0,,2018-2028,20180020280005,2018202818,1602,Construction Laborers
35,21,022140,3521022140,Farmington MSA,NM,18,20180020280005,472061,1230,1371,1.0912,141,11.4634,,,,435,44,1012,101,141,14,1588,159,GG,Growing,0,2018,2028,14,472061,Construction Laborers,6,1,0,1,0,,2018-2028,20180020280005,2018202818,1603,Construction Laborers
35,15,000010,3515000010,Southwestern Region,NM,18,20180020280005,472061,1339,1492,1.0878,153,11.4264,,,,473,47,1101,110,153,15,1727,172,GG,Growing,0,2018,2028,14,472061,Construction Laborers,6,1,0,1,0,,2018-2028,20180020280005,2018202818,1604,Construction Laborers
00,00,000000,0000000000,United States,US,18,20180020280005,119021,471800,518000,,46200,9.8000,,,,104000,10400,252000,25200,46200,4620,402000,40200,GG,Growing,0,2018,2028,14,119021,Construction Managers,6,1,0,1,0,,2018-2028,20180020280005,2018202818,1605,Construction Managers
35,21,010740,3521010740,Albuquerque MSA,NM,18,20180020280005,119021,1323,1459,0.9833,136,10.2797,,,,292,29,708,71,136,14,1136,114,GG,Growing,0,2018,2028,14,119021,Construction Managers,6,1,0,1,0,,2018-2028,20180020280005,2018202818,1606,Construction Managers
35,15,000015,3515000015,Northern Region,NM,18,20180020280005,119021,463,509,0.9517,46,9.9352,,,,102,10,248,25,46,5,396,40,GG,Growing,0,2018,2028,14,119021,Construction Managers,6,1,0,1,0,,2018-2028,20180020280005,2018202818,1607,Construction Managers
35,21,029740,3521029740,Las Cruces MSA,NM,18,20180020280005,119021,184,205,1.0866,21,11.4130,,,,41,4,99,10,21,2,161,16,GG,Growing,0,2018,2028,14,119021,Construction Managers,6,1,0,1,0,,2018-2028,20180020280005,2018202818,1608,Construction Managers
35,15,000005,3515000005,Central Region,NM,18,20180020280005,119021,1323,1459,0.9833,136,10.2797,,,,292,29,708,71,136,14,1136,114,GG,Growing,0,2018,2028,14,119021,Construction Managers,6,1,0,1,0,,2018-2028,20180020280005,2018202818,1609,Construction Managers
35,15,000020,3515000020,Eastern Region,NM,18,20180020280005,119021,383,418,0.8783,35,9.1384,,,,84,8,204,20,35,4,323,32,GG,Growing,0,2018,2028,14,119021,Construction Managers,6,1,0,1,0,,2018-2028,20180020280005,2018202818,1610,Construction Managers
35,01,000000,3501000000,New Mexico,NM,18,20180020280005,119021,2576,2834,0.9591,258,10.0155,,,,568,57,1378,138,258,26,2204,221,GG,Growing,0,2018,2028,14,119021,Construction Managers,6,1,0,1,0,,2018-2028,20180020280005,2018202818,1611,Construction Managers
35,15,000010,3515000010,Southwestern Region,NM,18,20180020280005,119021,274,303,1.0111,29,10.5839,,,,61,6,147,15,29,3,237,24,GG,Growing,0,2018,2028,14,119021,Construction Managers,6,1,0,1,0,,2018-2028,20180020280005,2018202818,1612,Construction Managers
35,21,022140,3521022140,Farmington MSA,NM,18,20180020280005,119021,290,319,0.9577,29,10.0000,,,,64,6,155,16,29,3,248,25,GG,Growing,0,2018,2028,14,119021,Construction Managers,6,1,0,1,0,,2018-2028,20180020280005,2018202818,1613,Construction Managers
35,21,042140,3521042140,Santa Fe MSA,NM,18,20180020280005,119021,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,119021,Construction Managers,6,1,0,1,0,,2018-2028,20180020280005,2018202818,s;1614,Construction Managers
35,01,000000,3501000000,New Mexico,NM,18,20180020280005,472000,39524,43701,1.0097,4177,10.5683,,,,13180,1318,32371,3237,4177,418,49728,4973,GG,Growing,0,2018,2028,14,472000,Construction Trades Workers,3,,,,,,2018-2028,20180020280005,2018202818,1615,Construction Trades Workers
35,15,000015,3515000015,Northern Region,NM,18,20180020280005,472000,8262,9090,0.9597,828,10.0218,,,,2767,277,6753,675,828,83,10348,1035,GG,Growing,0,2018,2028,14,472000,Construction Trades Workers,3,,,,,,2018-2028,20180020280005,2018202818,1616,Construction Trades Workers
35,21,029740,3521029740,Las Cruces MSA,NM,18,20180020280005,472000,3176,3504,0.9877,328,10.3275,,,,1055,106,2586,259,328,33,3969,398,GG,Growing,0,2018,2028,14,472000,Construction Trades Workers,3,,,,,,2018-2028,20180020280005,2018202818,1617,Construction Trades Workers
00,00,000000,0000000000,United States,US,18,20180020280005,472000,5631000,6180000,,549000,9.7000,,,,1858000,185800,4575000,457500,549000,54900,6982000,698200,GG,Growing,0,2018,2028,14,472000,Construction Trades Workers,3,,,,,,2018-2028,20180020280005,2018202818,1618,Construction Trades Workers
35,21,042140,3521042140,Santa Fe MSA,NM,18,20180020280005,472000,2343,2590,1.0073,247,10.5420,,,,765,76,1889,189,247,25,2901,290,GG,Growing,0,2018,2028,14,472000,Construction Trades Workers,3,,,,,,2018-2028,20180020280005,2018202818,1619,Construction Trades Workers
